"year","month","date","site","transect","survey","richness","menhinick.richness","abundance","div.simpson","div.shannon"
2005,7,"2005-07-22","ABUR",1,"FISH",7,1.18321595661992,35,0.688979591836735,1.44326665952281
2005,7,"2005-07-22","ABUR",2,"CRYPTIC FISH",1,1,1,0,0
2005,7,"2005-07-22","ABUR",2,"FISH",3,0.948683298050514,10,0.46,0.801818552543337
2005,7,"2005-07-22","MOHK",1,"CRYPTIC FISH",2,0.707106781186547,8,0.46875,0.661563238157982
2005,7,"2005-07-22","MOHK",1,"FISH",5,1.66666666666667,9,0.641975308641975,1.30309240376172
2005,7,"2005-07-22","MOHK",2,"CRYPTIC FISH",2,0.894427190999916,5,0.32,0.500402423538188
2005,7,"2005-07-22","MOHK",2,"FISH",8,1.26491106406735,40,0.76625,1.66970273008013
2005,7,"2005-07-25","SCTW",2,"CRYPTIC FISH",4,1.03279555898864,15,0.684444444444444,1.23514465153267
2005,7,"2005-07-25","SCTW",2,"FISH",7,1.75,16,0.828125,1.84074872856928
2005,7,"2005-07-25","SCTW",3,"CRYPTIC FISH",3,0.23643312187173,161,0.13950079086455,0.298794769475558
2005,7,"2005-07-25","SCTW",3,"FISH",5,1.44337567297406,12,0.611111111111111,1.23426786607908
2005,7,"2005-07-26","IVEE",1,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2005,7,"2005-07-26","IVEE",1,"FISH",4,0.917662935482247,19,0.493074792243767,0.943045670002009
2005,7,"2005-07-26","IVEE",2,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2005,7,"2005-07-26","IVEE",2,"FISH",5,0.98058067569092,26,0.571005917159763,1.13574277493507
2005,7,"2005-07-27","SCDI",2,"CRYPTIC FISH",4,0.419313934688767,91,0.254317111459969,0.523011742299065
2005,7,"2005-07-27","SCDI",2,"FISH",6,1.27920429813366,22,0.735537190082645,1.50290451681513
2005,7,"2005-07-27","SCDI",3,"CRYPTIC FISH",4,0.447213595499958,80,0.3890625,0.744037645084239
2005,7,"2005-07-27","SCDI",3,"FISH",5,1.25,16,0.71875,1.39173976951833
2005,7,"2005-07-28","AQUE",1,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2005,7,"2005-07-28","AQUE",1,"FISH",4,1.41421356237309,8,0.6875,1.25548232517875
2005,7,"2005-07-28","AQUE",2,"CRYPTIC FISH",2,0.755928946018454,7,0.408163265306122,0.598269588585257
2005,7,"2005-07-28","AQUE",2,"FISH",6,2,9,0.790123456790123,1.67698777432242
2005,7,"2005-07-28","AQUE",3,"CRYPTIC FISH",1,1,1,0,0
2005,7,"2005-07-28","AQUE",4,"CRYPTIC FISH",2,0.707106781186547,8,0.375,0.562335144618808
2005,7,"2005-07-28","AQUE",4,"FISH",7,1.64991582276861,18,0.728395061728395,1.58109375017182
2005,7,"2005-07-28","AQUE",5,"CRYPTIC FISH",2,0.534522483824849,14,0.459183673469388,0.651756561172653
2005,7,"2005-07-28","AQUE",5,"FISH",4,1.0690449676497,14,0.36734693877551,0.754996758130825
2005,7,"2005-07-28","AQUE",6,"CRYPTIC FISH",3,1,9,0.493827160493827,0.848685557726417
2005,7,"2005-07-28","AQUE",6,"FISH",3,1.13389341902768,7,0.448979591836735,0.796311640173813
2005,7,"2005-07-29","NAPL",5,"CRYPTIC FISH",2,0.666666666666667,9,0.444444444444444,0.636514168294813
2005,7,"2005-07-29","NAPL",5,"FISH",7,0.980196058819607,51,0.805843906189927,1.73286979429691
2005,7,"2005-07-29","NAPL",6,"CRYPTIC FISH",2,0.632455532033676,10,0.18,0.325082973391448
2005,7,"2005-07-29","NAPL",6,"FISH",9,1.28571428571429,49,0.686380674718867,1.5179533512247
2005,7,"2005-07-29","NAPL",7,"CRYPTIC FISH",3,0.557086014531156,29,0.585017835909631,0.951381372121855
2005,7,"2005-07-29","NAPL",7,"FISH",6,1.34164078649987,20,0.74,1.52748961741732
2005,7,"2005-07-29","NAPL",8,"CRYPTIC FISH",2,0.447213595499958,20,0.495,0.688138813713588
2005,7,"2005-07-29","NAPL",8,"FISH",13,1.85714285714286,49,0.712203248646397,1.82693898169985
2005,8,"2005-08-16","GOLB",2,"CRYPTIC FISH",1,1,1,0,0
2006,7,"2006-07-17","NAPL",1,"CRYPTIC FISH",2,0.707106781186547,8,0.375,0.562335144618808
2006,7,"2006-07-17","NAPL",1,"FISH",6,0.937042571331636,41,0.377156454491374,0.839547171699657
2006,7,"2006-07-17","NAPL",2,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2006,7,"2006-07-17","NAPL",2,"FISH",10,1.37360563948689,53,0.679245283018868,1.56184871562652
2006,7,"2006-07-17","NAPL",3,"CRYPTIC FISH",3,1.13389341902768,7,0.448979591836735,0.796311640173813
2006,7,"2006-07-17","NAPL",3,"FISH",6,1.25108648434245,23,0.627599243856333,1.3013483047342
2006,7,"2006-07-17","NAPL",4,"CRYPTIC FISH",2,0.632455532033676,10,0.42,0.610864302054894
2006,7,"2006-07-17","NAPL",4,"FISH",5,1.17851130197758,18,0.518518518518519,1.05066527659281
2006,7,"2006-07-18","NAPL",5,"CRYPTIC FISH",2,0.458831467741123,19,0.43213296398892,0.623654849568108
2006,7,"2006-07-18","NAPL",5,"FISH",10,1.32453235706504,57,0.816866728224069,1.90167455389133
2006,7,"2006-07-18","NAPL",6,"CRYPTIC FISH",2,0.816496580927726,6,0.277777777777778,0.450561208866305
2006,7,"2006-07-18","NAPL",6,"FISH",7,0.875,64,0.76416015625,1.62883687234285
2006,7,"2006-07-18","NAPL",7,"CRYPTIC FISH",1,0.707106781186547,2,0,0
2006,7,"2006-07-18","NAPL",7,"FISH",11,1.94454364826301,32,0.841796875,2.09006023147955
2006,7,"2006-07-18","NAPL",8,"CRYPTIC FISH",1,0.377964473009227,7,0,0
2006,7,"2006-07-18","NAPL",8,"FISH",6,1.27920429813366,22,0.607438016528926,1.27576902703974
2006,7,"2006-07-19","AHND",2,"CRYPTIC FISH",3,1.5,4,0.625,1.03972077083992
2006,7,"2006-07-19","AHND",2,"FISH",4,0.609994281330419,43,0.615467820443483,1.08870618331364
2006,7,"2006-07-19","BULL",1,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2006,7,"2006-07-19","BULL",1,"FISH",3,0.832050294337844,13,0.544378698224852,0.925129083572082
2006,7,"2006-07-19","BULL",3,"CRYPTIC FISH",1,1,1,0,0
2006,7,"2006-07-19","BULL",3,"FISH",2,0.894427190999916,5,0.32,0.500402423538188
2006,7,"2006-07-19","BULL",6,"CRYPTIC FISH",1,1,1,0,0
2006,7,"2006-07-19","BULL",6,"FISH",3,1.06066017177982,8,0.53125,0.900256051268537
2006,7,"2006-07-20","GOLB",1,"CRYPTIC FISH",1,0.577350269189626,3,0,0
2006,7,"2006-07-20","GOLB",1,"FISH",5,1.58113883008419,10,0.78,1.55711309805765
2006,7,"2006-07-20","GOLB",2,"CRYPTIC FISH",3,1.34164078649987,5,0.56,0.950270539233235
2006,7,"2006-07-20","GOLB",2,"FISH",5,1.14707866935281,19,0.725761772853186,1.41527797464645
2006,7,"2006-07-20","IVEE",1,"CRYPTIC FISH",1,1,1,0,0
2006,7,"2006-07-20","IVEE",1,"FISH",5,1.58113883008419,10,0.78,1.55711309805765
2006,7,"2006-07-20","IVEE",2,"CRYPTIC FISH",3,1.13389341902768,7,0.653061224489796,1.07899220787758
2006,7,"2006-07-20","IVEE",2,"FISH",4,0.942809041582063,18,0.635802469135802,1.13241632801029
2006,7,"2006-07-21","CARP",4,"CRYPTIC FISH",1,1,1,0,0
2006,7,"2006-07-21","CARP",4,"FISH",8,2.41209075662211,11,0.84297520661157,1.97224697942344
2006,7,"2006-07-21","CARP",5,"CRYPTIC FISH",1,1,1,0,0
2006,7,"2006-07-21","CARP",5,"FISH",3,1.34164078649987,5,0.64,1.05492016798614
2006,7,"2006-07-21","CARP",7,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2006,7,"2006-07-21","CARP",7,"FISH",4,1,16,0.5546875,1.04083983742324
2006,7,"2006-07-21","CARP",8,"FISH",6,1.80906806746658,11,0.727272727272727,1.54030582522652
2006,7,"2006-07-24","SCDI",2,"CRYPTIC FISH",3,0.530330085889911,32,0.353515625,0.615034264141184
2006,7,"2006-07-24","SCDI",2,"FISH",6,1.34164078649987,20,0.765,1.58272055667567
2006,7,"2006-07-24","SCDI",3,"CRYPTIC FISH",4,0.685994340570035,34,0.346020761245675,0.672396261548885
2006,7,"2006-07-24","SCDI",3,"FISH",10,1.19522860933439,70,0.611836734693878,1.43847359483858
2006,7,"2006-07-24","SCTW",2,"CRYPTIC FISH",1,0.5,4,0,0
2006,7,"2006-07-24","SCTW",2,"FISH",8,1.6,25,0.752,1.72018770927855
2006,7,"2006-07-24","SCTW",3,"CRYPTIC FISH",3,0.457495710997814,43,0.171984856679286,0.361787532785178
2006,7,"2006-07-24","SCTW",3,"FISH",8,1.6681153124566,23,0.782608695652174,1.78554525266137
2006,7,"2006-07-25","CARP",1,"CRYPTIC FISH",1,0.5,4,0,0
2006,7,"2006-07-25","CARP",1,"FISH",6,1.13389341902768,28,0.73469387755102,1.51112063776987
2006,7,"2006-07-25","CARP",2,"CRYPTIC FISH",3,1.73205080756888,3,0.666666666666667,1.09861228866811
2006,7,"2006-07-25","CARP",2,"FISH",8,1.26491106406735,40,0.80875,1.83077867658037
2006,7,"2006-07-25","CARP",3,"CRYPTIC FISH",3,1.73205080756888,3,0.666666666666667,1.09861228866811
2006,7,"2006-07-25","CARP",3,"FISH",7,1.64991582276861,18,0.728395061728395,1.58109375017182
2006,7,"2006-07-25","CARP",6,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2006,7,"2006-07-26","AQUE",1,"CRYPTIC FISH",1,0.707106781186547,2,0,0
2006,7,"2006-07-26","AQUE",1,"FISH",4,1.78885438199983,5,0.72,1.33217904021012
2006,7,"2006-07-26","AQUE",2,"CRYPTIC FISH",3,0.832050294337844,13,0.568047337278107,0.911017539712563
2006,7,"2006-07-26","AQUE",2,"FISH",3,0.801783725737273,14,0.520408163265306,0.892117870818816
2006,7,"2006-07-26","AQUE",3,"CRYPTIC FISH",3,1,9,0.567901234567901,0.936888307539016
2006,7,"2006-07-26","AQUE",3,"FISH",7,0.881917103688197,63,0.597631645250693,1.28445411513484
2006,7,"2006-07-26","AQUE",4,"CRYPTIC FISH",2,0.458831467741123,19,0.487534626038781,0.680629487891663
2006,7,"2006-07-26","AQUE",4,"FISH",13,1.625,64,0.8505859375,2.18916307695508
2006,7,"2006-07-26","AQUE",5,"CRYPTIC FISH",2,0.301511344577764,44,0.449380165289256,0.641636631960513
2006,7,"2006-07-26","AQUE",5,"FISH",9,1.83711730708738,24,0.784722222222222,1.82370624762625
2006,7,"2006-07-26","AQUE",6,"CRYPTIC FISH",3,0.639602149066831,22,0.491735537190083,0.79248910526737
2006,7,"2006-07-26","AQUE",6,"FISH",2,0.632455532033676,10,0.32,0.500402423538188
2006,7,"2006-07-27","ABUR",1,"CRYPTIC FISH",1,0.333333333333333,9,0,0
2006,7,"2006-07-27","ABUR",1,"FISH",4,1.10940039245046,13,0.485207100591716,0.937155853065701
2006,7,"2006-07-27","ABUR",2,"CRYPTIC FISH",1,1,1,0,0
2006,7,"2006-07-27","ABUR",2,"FISH",4,1.78885438199983,5,0.72,1.33217904021012
2006,7,"2006-07-27","MOHK",1,"CRYPTIC FISH",4,1.15470053837925,12,0.597222222222222,1.11874333598575
2006,7,"2006-07-27","MOHK",1,"FISH",12,2.26778683805536,28,0.829081632653061,2.14459166726291
2006,7,"2006-07-27","MOHK",2,"CRYPTIC FISH",3,1.06066017177982,8,0.53125,0.900256051268537
2006,7,"2006-07-27","MOHK",2,"FISH",8,1.37198868114007,34,0.761245674740484,1.70037372505894
2007,7,"2007-07-16","GOLB",1,"CRYPTIC FISH",3,1.5,4,0.625,1.03972077083992
2007,7,"2007-07-16","GOLB",1,"FISH",3,1.22474487139159,6,0.5,0.867563228481461
2007,7,"2007-07-16","GOLB",2,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2007,7,"2007-07-16","GOLB",2,"FISH",3,1.5,4,0.625,1.03972077083992
2007,7,"2007-07-16","MOHK",1,"CRYPTIC FISH",3,1.5,4,0.625,1.03972077083992
2007,7,"2007-07-16","MOHK",1,"FISH",6,1.73205080756888,12,0.625,1.3497923961724
2007,7,"2007-07-16","MOHK",2,"CRYPTIC FISH",3,1.5,4,0.625,1.03972077083992
2007,7,"2007-07-16","MOHK",2,"FISH",4,0.970142500145332,17,0.588235294117647,1.03759110809185
2007,7,"2007-07-17","AQUE",1,"CRYPTIC FISH",3,1.34164078649987,5,0.64,1.05492016798614
2007,7,"2007-07-17","AQUE",1,"FISH",4,1.10940039245046,13,0.662721893491124,1.20479330969478
2007,7,"2007-07-17","AQUE",2,"CRYPTIC FISH",3,0.866025403784439,12,0.541666666666667,0.887694275799104
2007,7,"2007-07-17","AQUE",2,"FISH",3,1.22474487139159,6,0.611111111111111,1.01140426470735
2007,7,"2007-07-17","AQUE",3,"CRYPTIC FISH",6,1.2,25,0.5536,1.16716017041076
2007,7,"2007-07-17","AQUE",3,"FISH",5,1.88982236504614,7,0.775510204081633,1.5498260458782
2007,7,"2007-07-17","AQUE",4,"CRYPTIC FISH",5,0.870388279778489,33,0.44811753902663,0.933142164646176
2007,7,"2007-07-17","AQUE",4,"FISH",10,2.1320071635561,22,0.81404958677686,1.99603098595819
2007,7,"2007-07-17","AQUE",5,"CRYPTIC FISH",3,0.612372435695795,24,0.46875,0.762104222046958
2007,7,"2007-07-17","AQUE",5,"FISH",2,0.632455532033676,10,0.42,0.610864302054894
2007,7,"2007-07-17","AQUE",6,"CRYPTIC FISH",3,0.801783725737273,14,0.255102040816327,0.509137344082687
2007,7,"2007-07-17","AQUE",6,"FISH",5,1.66666666666667,9,0.790123456790123,1.58109375017182
2007,7,"2007-07-18","CARP",1,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2007,7,"2007-07-18","CARP",1,"FISH",8,1.83532587096449,19,0.797783933518006,1.80915818444125
2007,7,"2007-07-18","CARP",2,"CRYPTIC FISH",1,0.577350269189626,3,0,0
2007,7,"2007-07-18","CARP",2,"FISH",1,1,1,0,0
2007,7,"2007-07-18","CARP",3,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2007,7,"2007-07-18","CARP",3,"FISH",3,1.34164078649987,5,0.64,1.05492016798614
2007,7,"2007-07-18","CARP",4,"CRYPTIC FISH",1,1,1,0,0
2007,7,"2007-07-18","CARP",4,"FISH",2,1.41421356237309,2,0.5,0.693147180559945
2007,7,"2007-07-18","CARP",6,"CRYPTIC FISH",3,1.5,4,0.625,1.03972077083992
2007,7,"2007-07-18","CARP",6,"FISH",1,1,1,0,0
2007,7,"2007-07-18","CARP",7,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2007,7,"2007-07-18","CARP",7,"FISH",3,1.22474487139159,6,0.611111111111111,1.01140426470735
2007,7,"2007-07-19","AHND",1,"CRYPTIC FISH",4,0.942809041582063,18,0.296296296296296,0.633663256977656
2007,7,"2007-07-19","AHND",2,"CRYPTIC FISH",6,1.80906806746658,11,0.776859504132231,1.64173471218752
2007,7,"2007-07-19","AHND",2,"FISH",9,2.06474160483506,19,0.803324099722992,1.90813389329111
2007,7,"2007-07-19","BULL",1,"FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2007,7,"2007-07-19","BULL",3,"CRYPTIC FISH",1,1,1,0,0
2007,7,"2007-07-19","BULL",3,"FISH",3,1,9,0.641975308641975,1.06085694715802
2007,7,"2007-07-19","BULL",6,"CRYPTIC FISH",1,1,1,0,0
2007,7,"2007-07-19","BULL",6,"FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2007,7,"2007-07-20","ABUR",1,"FISH",2,0.666666666666667,9,0.345679012345679,0.529706199057654
2007,7,"2007-07-20","ABUR",2,"CRYPTIC FISH",3,1.5,4,0.625,1.03972077083992
2007,7,"2007-07-20","ABUR",2,"FISH",1,1,1,0,0
2007,7,"2007-07-20","IVEE",1,"CRYPTIC FISH",2,1,4,0.5,0.693147180559945
2007,7,"2007-07-20","IVEE",1,"FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2007,7,"2007-07-20","IVEE",2,"CRYPTIC FISH",2,0.894427190999916,5,0.48,0.673011667009257
2007,7,"2007-07-20","IVEE",2,"FISH",1,0.707106781186547,2,0,0
2007,7,"2007-07-23","NAPL",1,"CRYPTIC FISH",2,0.666666666666667,9,0.345679012345679,0.529706199057654
2007,7,"2007-07-23","NAPL",1,"FISH",9,1.125,64,0.705078125,1.61621453076286
2007,7,"2007-07-23","NAPL",2,"CRYPTIC FISH",2,0.707106781186547,8,0.21875,0.376770161256437
2007,7,"2007-07-23","NAPL",2,"FISH",11,1.69733684958301,42,0.777777777777778,1.89337774917272
2007,7,"2007-07-23","NAPL",3,"CRYPTIC FISH",2,0.755928946018454,7,0.244897959183674,0.410116318288409
2007,7,"2007-07-23","NAPL",3,"FISH",3,0.433012701892219,48,0.191840277777778,0.40424817336732
2007,7,"2007-07-23","NAPL",4,"CRYPTIC FISH",1,0.301511344577764,11,0,0
2007,7,"2007-07-23","NAPL",4,"FISH",2,0.603022689155527,11,0.396694214876033,0.585952618303551
2007,7,"2007-07-24","NAPL",5,"CRYPTIC FISH",3,0.948683298050514,10,0.58,0.943348392329039
2007,7,"2007-07-24","NAPL",5,"FISH",8,1.09888451158951,53,0.68565325738697,1.47281165699795
2007,7,"2007-07-24","NAPL",6,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2007,7,"2007-07-24","NAPL",6,"FISH",10,0.808452083454443,153,0.612841214917339,1.37636958426474
2007,7,"2007-07-24","NAPL",7,"CRYPTIC FISH",2,0.894427190999916,5,0.48,0.673011667009257
2007,7,"2007-07-24","NAPL",7,"FISH",6,1.02899151085505,34,0.704152249134948,1.46198219388811
2007,7,"2007-07-24","NAPL",8,"CRYPTIC FISH",3,0.832050294337844,13,0.568047337278107,0.911017539712563
2007,7,"2007-07-24","NAPL",8,"FISH",14,1.87082869338697,56,0.753826530612245,1.86097012216009
2007,7,"2007-07-25","CARP",5,"CRYPTIC FISH",2,0.894427190999916,5,0.32,0.500402423538188
2007,7,"2007-07-25","CARP",5,"FISH",5,2.23606797749979,5,0.8,1.6094379124341
2007,7,"2007-07-25","CARP",8,"CRYPTIC FISH",1,1,1,0,0
2007,7,"2007-07-25","CARP",8,"FISH",7,1.16666666666667,36,0.827160493827161,1.84462705904098
2007,7,"2007-07-26","SCDI",2,"CRYPTIC FISH",3,0.688247201611685,19,0.570637119113573,0.959182430273972
2007,7,"2007-07-26","SCDI",2,"FISH",8,0.769800358919501,108,0.731310013717421,1.55673967720358
2007,7,"2007-07-26","SCDI",3,"CRYPTIC FISH",5,0.821994936526786,37,0.43681519357195,0.877824762411654
2007,7,"2007-07-26","SCDI",3,"FISH",8,1.24939009510885,41,0.636525877453896,1.4136433656241
2007,7,"2007-07-26","SCTW",2,"CRYPTIC FISH",2,0.894427190999916,5,0.32,0.500402423538188
2007,7,"2007-07-26","SCTW",2,"FISH",7,0.935414346693485,56,0.573341836734694,1.25209172221525
2007,7,"2007-07-26","SCTW",3,"CRYPTIC FISH",5,0.548821299948452,83,0.592538830018871,1.03242124580992
2007,7,"2007-07-26","SCTW",3,"FISH",9,1.83711730708738,24,0.635416666666667,1.52307919131239
2008,7,"2008-07-22","GOLB",1,"CRYPTIC FISH",4,1.51185789203691,7,0.693877551020408,1.27703425946614
2008,7,"2008-07-22","GOLB",1,"FISH",3,0.904534033733291,11,0.56198347107438,0.916464885539471
2008,7,"2008-07-22","GOLB",2,"CRYPTIC FISH",1,1,1,0,0
2008,7,"2008-07-22","GOLB",2,"FISH",3,0.530330085889911,32,0.119140625,0.277113357491456
2008,7,"2008-07-22","IVEE",1,"CRYPTIC FISH",2,0.894427190999916,5,0.32,0.500402423538188
2008,7,"2008-07-22","IVEE",1,"FISH",7,1.87082869338697,14,0.816326530612245,1.80951425584928
2008,7,"2008-07-22","IVEE",2,"FISH",1,0.707106781186547,2,0,0
2008,7,"2008-07-23","AQUE",1,"CRYPTIC FISH",4,2,4,0.75,1.38629436111989
2008,7,"2008-07-23","AQUE",1,"FISH",5,2.04124145231932,6,0.777777777777778,1.56071040904141
2008,7,"2008-07-23","AQUE",2,"CRYPTIC FISH",3,1.73205080756888,3,0.666666666666667,1.09861228866811
2008,7,"2008-07-23","AQUE",2,"FISH",8,2,16,0.84375,1.96009513512456
2008,7,"2008-07-23","AQUE",3,"CRYPTIC FISH",3,1.13389341902768,7,0.448979591836735,0.796311640173813
2008,7,"2008-07-23","AQUE",3,"FISH",6,2,9,0.790123456790123,1.67698777432242
2008,7,"2008-07-23","AQUE",4,"CRYPTIC FISH",4,1.10940039245046,13,0.662721893491124,1.20479330969478
2008,7,"2008-07-23","AQUE",4,"FISH",4,2,4,0.75,1.38629436111989
2008,7,"2008-07-23","AQUE",5,"CRYPTIC FISH",2,0.577350269189626,12,0.486111111111111,0.679193265991526
2008,7,"2008-07-23","AQUE",5,"FISH",5,2.04124145231932,6,0.777777777777778,1.56071040904141
2008,7,"2008-07-23","AQUE",6,"CRYPTIC FISH",3,1.13389341902768,7,0.612244897959184,1.00424247305408
2008,7,"2008-07-23","AQUE",6,"FISH",4,1.63299316185545,6,0.666666666666667,1.242453324894
2008,7,"2008-07-24","CARP",3,"CRYPTIC FISH",1,1,1,0,0
2008,7,"2008-07-24","CARP",3,"FISH",3,1.73205080756888,3,0.666666666666667,1.09861228866811
2008,7,"2008-07-24","CARP",4,"CRYPTIC FISH",2,1.41421356237309,2,0.5,0.693147180559945
2008,7,"2008-07-24","CARP",4,"FISH",3,1.34164078649987,5,0.64,1.05492016798614
2008,7,"2008-07-24","CARP",6,"CRYPTIC FISH",1,0.316227766016838,10,0,0
2008,7,"2008-07-24","CARP",6,"FISH",1,1,1,0,0
2008,7,"2008-07-24","CARP",7,"CRYPTIC FISH",1,0.707106781186547,2,0,0
2008,7,"2008-07-24","CARP",7,"FISH",4,1.26491106406735,10,0.66,1.19354960409813
2008,7,"2008-07-25","CARP",1,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2008,7,"2008-07-25","CARP",1,"FISH",5,1.58113883008419,10,0.72,1.41848366194566
2008,7,"2008-07-25","CARP",2,"CRYPTIC FISH",2,1,4,0.5,0.693147180559945
2008,7,"2008-07-25","CARP",2,"FISH",1,0.577350269189626,3,0,0
2008,7,"2008-07-25","CARP",5,"CRYPTIC FISH",1,1,1,0,0
2008,7,"2008-07-25","CARP",5,"FISH",3,1.73205080756888,3,0.666666666666667,1.09861228866811
2008,7,"2008-07-25","CARP",8,"CRYPTIC FISH",1,1,1,0,0
2008,7,"2008-07-25","CARP",8,"FISH",5,1.33630620956212,14,0.683673469387755,1.36903917770477
2008,7,"2008-07-28","NAPL",5,"CRYPTIC FISH",2,0.603022689155527,11,0.462809917355372,0.655481773901393
2008,7,"2008-07-28","NAPL",5,"FISH",10,1.44337567297406,48,0.813368055555556,1.95810631940211
2008,7,"2008-07-28","NAPL",6,"CRYPTIC FISH",3,0.707106781186548,18,0.438271604938272,0.777789931555932
2008,7,"2008-07-28","NAPL",6,"FISH",15,1.54713186938819,94,0.828429153463105,2.12533548422647
2008,7,"2008-07-28","NAPL",7,"CRYPTIC FISH",2,0.707106781186547,8,0.21875,0.376770161256437
2008,7,"2008-07-28","NAPL",7,"FISH",8,1.56892908110547,26,0.692307692307692,1.53935161205322
2008,7,"2008-07-28","NAPL",8,"CRYPTIC FISH",3,0.480384461415261,39,0.491781722550953,0.760482298874151
2008,7,"2008-07-28","NAPL",8,"FISH",12,2.08893187146837,33,0.881542699724518,2.2829866987677
2008,7,"2008-07-29","AHND",1,"CRYPTIC FISH",1,0.288675134594813,12,0,0
2008,7,"2008-07-29","AHND",1,"FISH",2,1.41421356237309,2,0.5,0.693147180559945
2008,7,"2008-07-29","AHND",2,"CRYPTIC FISH",3,1.73205080756888,3,0.666666666666667,1.09861228866811
2008,7,"2008-07-29","AHND",2,"FISH",7,1.02105494048526,47,0.813942960615663,1.7788997563399
2008,7,"2008-07-29","BULL",1,"CRYPTIC FISH",2,1.15470053837925,3,0.444444444444444,0.636514168294813
2008,7,"2008-07-29","BULL",1,"FISH",5,1.33630620956212,14,0.744897959183674,1.47013192040884
2008,7,"2008-07-29","BULL",3,"FISH",5,1.88982236504614,7,0.73469387755102,1.47507631105469
2008,7,"2008-07-29","BULL",6,"FISH",5,1.76776695296637,8,0.6875,1.38629436111989
2008,7,"2008-07-30","SCDI",2,"CRYPTIC FISH",4,0.707106781186547,32,0.537109375,0.970547944345888
2008,7,"2008-07-30","SCDI",2,"FISH",8,1.39262124764558,33,0.791551882460973,1.75590951843177
2008,7,"2008-07-30","SCDI",3,"CRYPTIC FISH",4,0.755928946018454,28,0.568877551020408,1.06087183548062
2008,7,"2008-07-30","SCDI",3,"FISH",6,1.80906806746658,11,0.793388429752066,1.67262544615032
2008,7,"2008-07-30","SCTW",2,"CRYPTIC FISH",3,0.774596669241483,15,0.56,0.891867395317251
2008,7,"2008-07-30","SCTW",2,"FISH",11,1.52542553961938,52,0.791420118343195,1.91256382506122
2008,7,"2008-07-30","SCTW",3,"CRYPTIC FISH",4,0.609994281330419,43,0.386154678204435,0.751173529419923
2008,7,"2008-07-30","SCTW",3,"FISH",12,1.53644255919475,61,0.870733673743617,2.23958602336346
2008,7,"2008-07-31","ABUR",1,"CRYPTIC FISH",2,0.707106781186547,8,0.21875,0.376770161256437
2008,7,"2008-07-31","ABUR",1,"FISH",10,1.37360563948689,53,0.800284798860805,1.84808878754446
2008,7,"2008-07-31","ABUR",2,"FISH",5,1.29099444873581,15,0.595555555555556,1.20487620655116
2008,7,"2008-07-31","MOHK",1,"CRYPTIC FISH",3,1,9,0.493827160493827,0.848685557726417
2008,7,"2008-07-31","MOHK",1,"FISH",9,2.40535117721182,14,0.86734693877551,2.10657733323212
2008,7,"2008-07-31","MOHK",2,"CRYPTIC FISH",2,0.894427190999916,5,0.48,0.673011667009257
2008,7,"2008-07-31","MOHK",2,"FISH",5,1.76776695296637,8,0.6875,1.38629436111989
2008,8,"2008-08-01","NAPL",1,"CRYPTIC FISH",2,0.755928946018454,7,0.244897959183674,0.410116318288409
2008,8,"2008-08-01","NAPL",1,"FISH",7,1.21854359168988,33,0.7089072543618,1.47940673490397
2008,8,"2008-08-01","NAPL",2,"CRYPTIC FISH",1,0.377964473009227,7,0,0
2008,8,"2008-08-01","NAPL",2,"FISH",10,1.37360563948689,53,0.715557137771449,1.57246179514566
2008,8,"2008-08-01","NAPL",3,"CRYPTIC FISH",2,0.894427190999916,5,0.32,0.500402423538188
2008,8,"2008-08-01","NAPL",3,"FISH",2,0.894427190999916,5,0.32,0.500402423538188
2008,8,"2008-08-01","NAPL",4,"CRYPTIC FISH",3,1.06066017177982,8,0.59375,0.974314752869349
2008,8,"2008-08-01","NAPL",4,"FISH",1,0.408248290463863,6,0,0
2009,7,"2009-07-15","AQUE",4,"CRYPTIC FISH",5,0.962250448649376,27,0.683127572016461,1.28876991577427
2009,7,"2009-07-15","AQUE",4,"FISH",9,1.96396101212393,21,0.857142857142857,2.05846106236993
2009,7,"2009-07-15","AQUE",5,"CRYPTIC FISH",4,0.617213399848368,42,0.447845804988662,0.833686507585566
2009,7,"2009-07-15","AQUE",5,"FISH",5,1.66666666666667,9,0.716049382716049,1.42706104338072
